Query_ID	Target_ID	Optimal_Offset	p-value	E-value	Overlap	Strand
filter8 	MA0807.1 TBX5	-3.0	9.0206e-02	4.6817e+01	8.0	-
filter8 	MA0810.1 TFAP2A(var.2)	-6.0	3.7080e-02	1.9245e+01	7.0	+
filter8 	MA0811.1 TFAP2B	-6.0	7.5425e-02	3.9146e+01	7.0	+
filter8 	MA0813.1 TFAP2B(var.3)	-6.0	9.7872e-02	5.0795e+01	7.0	+
filter8 	MA0815.1 TFAP2C(var.3)	-6.0	9.7872e-02	5.0795e+01	7.0	-
filter8 	MA0872.1 TFAP2A(var.3)	-6.0	8.9145e-02	4.6266e+01	7.0	-
filter8 	MA1099.1 Hes1	-2.0	2.7926e-02	1.4494e+01	10.0	+
filter9 	MA0014.2 PAX5	5.0	1.7500e-02	9.0826e+00	14.0	-
filter9 	MA0019.1 Ddit3::Cebpa	-2.0	3.6042e-02	1.8706e+01	12.0	-
filter9 	MA0027.2 EN1	-2.0	4.7841e-02	2.4829e+01	8.0	-
filter9 	MA0038.1 Gfi1	0.0	3.6663e-03	1.9028e+00	10.0	-
filter9 	MA0041.1 Foxd3	-4.0	5.2291e-02	2.7139e+01	10.0	+
filter9 	MA0060.2 NFYA	4.0	2.0760e-04	1.0774e-01	14.0	+
filter9 	MA0070.1 PBX1	-1.0	2.7861e-02	1.4460e+01	12.0	-
filter9 	MA0075.2 Prrx2	-2.0	1.0370e-02	5.3818e+00	8.0	-
filter9 	MA0077.1 SOX9	-3.0	3.2493e-02	1.6864e+01	9.0	+
filter9 	MA0125.1 Nobox	-3.0	9.5463e-02	4.9545e+01	8.0	+
filter9 	MA0140.2 GATA1::TAL1	-2.0	1.6559e-02	8.5942e+00	12.0	-
filter9 	MA0150.2 Nfe2l2	0.0	2.8848e-02	1.4972e+01	14.0	-
filter9 	MA0159.1 RARA::RXRA	-3.0	7.3967e-02	3.8389e+01	11.0	-
filter9 	MA0476.1 FOS	-1.0	5.9679e-02	3.0974e+01	11.0	+
filter9 	MA0478.1 FOSL2	-2.0	7.1550e-02	3.7135e+01	11.0	-
filter9 	MA0489.1 JUN(var.2)	-2.0	8.1967e-02	4.2541e+01	12.0	-
filter9 	MA0490.1 JUNB	-2.0	9.0462e-02	4.6950e+01	11.0	-
filter9 	MA0495.1 MAFF	6.0	5.3091e-02	2.7554e+01	12.0	-
filter9 	MA0502.1 NFYB	-2.0	2.4167e-03	1.2543e+00	12.0	-
filter9 	MA0503.1 Nkx2-5(var.2)	-1.0	6.7387e-02	3.4974e+01	11.0	-
filter9 	MA0523.1 TCF7L2	-1.0	8.6579e-02	4.4935e+01	13.0	-
filter9 	MA0528.1 ZNF263	5.0	2.4373e-02	1.2650e+01	14.0	-
filter9 	MA0601.1 Arid3b	-2.0	5.2744e-02	2.7374e+01	11.0	-
filter9 	MA0602.1 Arid5a	0.0	2.2085e-02	1.1462e+01	14.0	+
filter9 	MA0611.1 Dux	-2.0	4.7841e-02	2.4829e+01	8.0	-
filter9 	MA0612.1 EMX1	-1.0	1.0629e-02	5.5167e+00	10.0	-
filter9 	MA0616.1 Hes2	0.0	2.5260e-02	1.3110e+01	13.0	+
filter9 	MA0630.1 SHOX	-2.0	3.0455e-02	1.5806e+01	8.0	+
filter9 	MA0634.1 ALX3	-1.0	5.1478e-03	2.6717e+00	10.0	-
filter9 	MA0635.1 BARHL2	-1.0	6.5933e-03	3.4219e+00	10.0	+
filter9 	MA0642.1 EN2	-1.0	6.0752e-03	3.1530e+00	10.0	-
filter9 	MA0644.1 ESX1	-1.0	4.3503e-03	2.2578e+00	10.0	-
filter9 	MA0648.1 GSC	-1.0	6.5674e-02	3.4085e+01	10.0	-
filter9 	MA0650.1 HOXA13	0.0	8.9151e-02	4.6269e+01	10.0	-
filter9 	MA0658.1 LHX6	-1.0	6.1673e-02	3.2008e+01	10.0	-
filter9 	MA0662.1 MIXL1	-1.0	3.9950e-03	2.0734e+00	10.0	-
filter9 	MA0666.1 MSX1	-2.0	3.0455e-02	1.5806e+01	8.0	-
filter9 	MA0675.1 NKX6-2	-2.0	6.8235e-02	3.5414e+01	8.0	+
filter9 	MA0699.1 LBX2	-1.0	1.1238e-03	5.8326e-01	10.0	-
filter9 	MA0700.1 LHX2	-1.0	7.4343e-02	3.8584e+01	10.0	-
filter9 	MA0701.1 LHX9	-2.0	3.2900e-02	1.7075e+01	8.0	-
filter9 	MA0703.1 LMX1B	-2.0	7.3087e-02	3.7932e+01	8.0	-
filter9 	MA0705.1 Lhx8	-2.0	3.3625e-03	1.7451e+00	8.0	-
filter9 	MA0706.1 MEOX2	-1.0	3.1877e-02	1.6544e+01	10.0	+
filter9 	MA0707.1 MNX1	-1.0	3.9090e-02	2.0288e+01	10.0	-
filter9 	MA0708.1 MSX2	-2.0	7.8225e-02	4.0599e+01	8.0	-
filter9 	MA0709.1 Msx3	-2.0	9.5463e-02	4.9545e+01	8.0	-
filter9 	MA0710.1 NOTO	-1.0	6.1673e-02	3.2008e+01	10.0	-
filter9 	MA0716.1 PRRX1	-2.0	5.9337e-02	3.0796e+01	8.0	-
filter9 	MA0717.1 RAX2	-2.0	1.3463e-02	6.9874e+00	8.0	-
filter9 	MA0718.1 RAX	-1.0	2.4093e-02	1.2504e+01	10.0	-
filter9 	MA0720.1 Shox2	-2.0	6.8235e-02	3.5414e+01	8.0	-
filter9 	MA0721.1 UNCX	-2.0	2.4044e-02	1.2479e+01	8.0	-
filter9 	MA0722.1 VAX1	-2.0	4.1283e-02	2.1426e+01	8.0	-
filter9 	MA0723.1 VAX2	-2.0	4.7841e-02	2.4829e+01	8.0	-
filter9 	MA0724.1 VENTX	-2.0	7.8503e-02	4.0743e+01	9.0	-
filter9 	MA0725.1 VSX1	-2.0	5.1441e-02	2.6698e+01	8.0	-
filter9 	MA0853.1 Alx4	2.0	6.9991e-02	3.6325e+01	14.0	+
filter9 	MA0854.1 Alx1	2.0	3.4925e-02	1.8126e+01	14.0	+
filter9 	MA0876.1 BSX	-2.0	7.3087e-02	3.7932e+01	8.0	-
filter9 	MA0877.1 Barhl1	-1.0	1.2365e-03	6.4172e-01	10.0	+
filter9 	MA0879.1 Dlx1	-1.0	2.2432e-02	1.1642e+01	10.0	-
filter9 	MA0880.1 Dlx3	-2.0	3.5514e-02	1.8432e+01	8.0	-
filter9 	MA0881.1 Dlx4	-2.0	5.5269e-02	2.8685e+01	8.0	-
filter9 	MA0882.1 DLX6	-2.0	8.9401e-02	4.6399e+01	8.0	-
filter9 	MA0883.1 Dmbx1	3.0	6.8435e-03	3.5518e+00	14.0	+
filter9 	MA0884.1 DUXA	-2.0	6.3226e-02	3.2814e+01	12.0	-
filter9 	MA0886.1 EMX2	-1.0	6.9895e-02	3.6275e+01	10.0	+
filter9 	MA0887.1 EVX1	-1.0	2.2432e-02	1.1642e+01	10.0	+
filter9 	MA0888.1 EVX2	-1.0	1.5557e-02	8.0743e+00	10.0	+
filter9 	MA0889.1 GBX1	-1.0	2.9748e-02	1.5439e+01	10.0	-
filter9 	MA0890.1 GBX2	-1.0	1.8042e-02	9.3636e+00	10.0	-
filter9 	MA0891.1 GSC2	-1.0	1.5557e-02	8.0743e+00	10.0	-
filter9 	MA0892.1 GSX1	-1.0	1.7977e-03	9.3301e-01	10.0	+
filter9 	MA0893.1 GSX2	-1.0	3.0812e-03	1.5992e+00	10.0	+
filter9 	MA0894.1 HESX1	-1.0	4.4656e-02	2.3176e+01	10.0	+
filter9 	MA0896.1 Hmx1	3.0	3.9373e-02	2.0435e+01	14.0	-
filter9 	MA0897.1 Hmx2	3.0	2.1285e-02	1.1047e+01	14.0	-
filter9 	MA0898.1 Hmx3	3.0	1.7565e-02	9.1162e+00	14.0	-
filter9 	MA0900.1 HOXA2	-1.0	1.4434e-02	7.4911e+00	10.0	+
filter9 	MA0902.1 HOXB2	-1.0	1.1485e-02	5.9606e+00	10.0	+
filter9 	MA0903.1 HOXB3	-1.0	1.0629e-02	5.5167e+00	10.0	+
filter9 	MA0904.1 Hoxb5	2.0	6.8562e-02	3.5583e+01	14.0	-
filter9 	MA0910.1 Hoxd8	4.0	1.9973e-02	1.0366e+01	13.0	+
filter9 	MA0912.1 Hoxd3	1.0	4.0849e-02	2.1200e+01	14.0	-
filter10 	MA0017.2 NR2F1	1.0	5.2940e-02	2.7476e+01	11.0	+
filter10 	MA0038.1 Gfi1	-1.0	1.7078e-02	8.8634e+00	10.0	+
filter10 	MA0043.2 HLF	1.0	8.1716e-02	4.2410e+01	11.0	+
filter10 	MA0046.2 HNF1A	5.0	2.7128e-02	1.4079e+01	10.0	-
filter10 	MA0066.1 PPARG	1.0	5.2544e-03	2.7270e+00	11.0	-
filter10 	MA0067.1 Pax2	-3.0	1.3137e-02	6.8179e+00	8.0	+
filter10 	MA0070.1 PBX1	1.0	6.1547e-03	3.1943e+00	11.0	-
filter10 	MA0072.1 RORA(var.2)	5.0	9.7857e-02	5.0788e+01	9.0	+
filter10 	MA0074.1 RXRA::VDR	-2.0	8.4709e-02	4.3964e+01	9.0	+
filter10 	MA0089.1 MAFG::NFE2L1	-4.0	1.2961e-02	6.7269e+00	6.0	-
filter10 	MA0099.2 FOS::JUN	-1.0	1.4668e-05	7.6126e-03	7.0	-
filter10 	MA0140.2 GATA1::TAL1	0.0	4.1869e-02	2.1730e+01	11.0	-
filter10 	MA0150.2 Nfe2l2	2.0	7.7004e-06	3.9965e-03	11.0	-
filter10 	MA0153.2 HNF1B	4.0	5.8290e-02	3.0252e+01	9.0	+
filter10 	MA0159.1 RARA::RXRA	-2.0	5.4135e-02	2.8096e+01	9.0	+
filter10 	MA0258.2 ESR2	-2.0	4.7738e-02	2.4776e+01	9.0	+
filter10 	MA0462.1 BATF::JUN	-1.0	7.5579e-07	3.9226e-04	10.0	-
filter10 	MA0468.1 DUX4	3.0	7.6243e-02	3.9570e+01	8.0	+
filter10 	MA0476.1 FOS	1.0	3.2599e-08	1.6919e-05	10.0	+
filter10 	MA0477.1 FOSL1	1.0	9.6670e-08	5.0172e-05	10.0	-
filter10 	MA0478.1 FOSL2	0.0	1.5186e-10	7.8817e-08	11.0	-
filter10 	MA0485.1 Hoxc9	0.0	6.7498e-03	3.5031e+00	11.0	-
filter10 	MA0489.1 JUN(var.2)	0.0	6.0711e-10	3.1509e-07	11.0	-
filter10 	MA0490.1 JUNB	0.0	1.5186e-10	7.8817e-08	11.0	-
filter10 	MA0491.1 JUND	1.0	2.6340e-07	1.3670e-04	10.0	+
filter10 	MA0495.1 MAFF	8.0	1.3773e-03	7.1482e-01	10.0	-
filter10 	MA0496.1 MAFK	6.0	7.8103e-03	4.0536e+00	9.0	-
filter10 	MA0501.1 MAF::NFE2	6.0	2.3945e-04	1.2428e-01	9.0	-
filter10 	MA0503.1 Nkx2-5(var.2)	1.0	9.5519e-02	4.9575e+01	10.0	-
filter10 	MA0591.1 Bach1::Mafk	3.0	1.1872e-06	6.1618e-04	11.0	-
filter10 	MA0594.1 Hoxa9	-1.0	1.6866e-02	8.7535e+00	10.0	-
filter10 	MA0601.1 Arid3b	0.0	4.7478e-02	2.4641e+01	11.0	-
filter10 	MA0604.1 Atf1	-1.0	4.2149e-02	2.1875e+01	8.0	-
filter10 	MA0610.1 DMRT3	1.0	2.8709e-02	1.4900e+01	10.0	+
filter10 	MA0611.1 Dux	0.0	7.6929e-02	3.9926e+01	8.0	-
filter10 	MA0612.1 EMX1	0.0	3.7662e-02	1.9547e+01	10.0	+
filter10 	MA0620.1 Mitf	-3.0	9.7449e-02	5.0576e+01	8.0	+
filter10 	MA0621.1 mix-a	1.0	6.6353e-02	3.4437e+01	10.0	-
filter10 	MA0631.1 Six3	4.0	8.7390e-02	4.5355e+01	11.0	+
filter10 	MA0634.1 ALX3	0.0	9.7449e-02	5.0576e+01	10.0	+
filter10 	MA0642.1 EN2	0.0	4.8311e-02	2.5074e+01	10.0	+
filter10 	MA0644.1 ESX1	0.0	3.4021e-02	1.7657e+01	10.0	+
filter10 	MA0648.1 GSC	0.0	7.4215e-02	3.8518e+01	10.0	+
filter10 	MA0655.1 JDP2	0.0	1.7409e-05	9.0352e-03	9.0	-
filter10 	MA0659.1 MAFG	6.0	3.3869e-04	1.7578e-01	11.0	+
filter10 	MA0662.1 MIXL1	0.0	4.5992e-02	2.3870e+01	10.0	+
filter10 	MA0676.1 Nr2e1	0.0	2.7235e-02	1.4135e+01	9.0	+
filter10 	MA0699.1 LBX2	0.0	3.5801e-02	1.8581e+01	10.0	+
filter10 	MA0706.1 MEOX2	0.0	8.1370e-02	4.2231e+01	10.0	-
filter10 	MA0718.1 RAX	0.0	6.7606e-02	3.5088e+01	10.0	+
filter10 	MA0779.1 PAX1	8.0	6.2714e-02	3.2548e+01	9.0	+
filter10 	MA0781.1 PAX9	8.0	6.9063e-02	3.5844e+01	9.0	+
filter10 	MA0790.1 POU4F1	0.0	5.0826e-02	2.6379e+01	11.0	+
filter10 	MA0791.1 POU4F3	0.0	8.2653e-02	4.2897e+01	11.0	+
filter10 	MA0833.1 ATF4	2.0	2.6333e-03	1.3667e+00	11.0	-
filter10 	MA0841.1 NFE2	1.0	2.9773e-05	1.5452e-02	10.0	-
filter10 	MA0877.1 Barhl1	0.0	7.0845e-02	3.6768e+01	10.0	-
filter10 	MA0879.1 Dlx1	0.0	6.7606e-02	3.5088e+01	10.0	+
filter10 	MA0883.1 Dmbx1	5.0	7.9617e-02	4.1321e+01	11.0	+
filter10 	MA0884.1 DUXA	4.0	5.5559e-02	2.8835e+01	9.0	+
filter10 	MA0887.1 EVX1	0.0	4.1644e-02	2.1613e+01	10.0	-
filter10 	MA0888.1 EVX2	0.0	3.4021e-02	1.7657e+01	10.0	-
filter10 	MA0889.1 GBX1	0.0	8.1370e-02	4.2231e+01	10.0	+
filter10 	MA0890.1 GBX2	0.0	7.0845e-02	3.6768e+01	10.0	+
filter10 	MA0891.1 GSC2	0.0	5.5896e-02	2.9010e+01	10.0	+
filter10 	MA0894.1 HESX1	0.0	8.5162e-02	4.4199e+01	10.0	-
filter10 	MA0895.1 HMBOX1	0.0	4.5992e-02	2.3870e+01	10.0	+
filter10 	MA0900.1 HOXA2	0.0	9.7449e-02	5.0576e+01	10.0	+
filter10 	MA0902.1 HOXB2	0.0	8.5162e-02	4.4199e+01	10.0	-
filter11 	MA0014.2 PAX5	-1.0	5.9174e-02	3.0711e+01	9.0	+
filter11 	MA0060.2 NFYA	-1.0	1.7027e-02	8.8368e+00	9.0	-
filter11 	MA0065.2 Pparg::Rxra	0.0	2.9107e-03	1.5107e+00	10.0	+
filter11 	MA0066.1 PPARG	1.0	2.0193e-02	1.0480e+01	10.0	-
filter11 	MA0108.2 TBP	0.0	3.2482e-02	1.6858e+01	10.0	-
filter11 	MA0113.3 NR3C1	-1.0	9.5071e-02	4.9342e+01	9.0	-
filter11 	MA0139.1 CTCF	-2.0	6.3266e-02	3.2835e+01	8.0	+
filter11 	MA0140.2 GATA1::TAL1	0.0	3.3395e-02	1.7332e+01	10.0	-
filter11 	MA0146.2 Zfx	6.0	4.3360e-02	2.2504e+01	8.0	-
filter11 	MA0163.1 PLAG1	5.0	5.3049e-02	2.7533e+01	9.0	-
filter11 	MA0258.2 ESR2	-2.0	2.0985e-02	1.0891e+01	8.0	-
filter11 	MA0484.1 HNF4G	0.0	7.5432e-03	3.9149e+00	10.0	+
filter11 	MA0494.1 Nr1h3::Rxra	11.0	5.9174e-02	3.0711e+01	8.0	-
filter11 	MA0497.1 MEF2C	-2.0	8.7997e-02	4.5671e+01	8.0	+
filter11 	MA0502.1 NFYB	2.0	7.5432e-03	3.9149e+00	10.0	+
filter11 	MA0509.1 Rfx1	-2.0	5.3049e-02	2.7533e+01	8.0	+
filter11 	MA0524.2 TFAP2C	4.0	9.0232e-02	4.6831e+01	8.0	-
filter11 	MA0597.1 THAP1	0.0	5.1323e-02	2.6637e+01	9.0	-
filter11 	MA0602.1 Arid5a	-1.0	4.9630e-02	2.5758e+01	9.0	-
filter11 	MA0606.1 NFAT5	0.0	6.8453e-02	3.5527e+01	10.0	+
filter11 	MA0610.1 DMRT3	1.0	9.6316e-02	4.9988e+01	10.0	+
filter11 	MA0624.1 NFATC1	0.0	3.2671e-02	1.6956e+01	10.0	+
filter11 	MA0625.1 NFATC3	0.0	4.0256e-02	2.0893e+01	10.0	+
filter11 	MA0671.1 NFIX	-1.0	3.3766e-02	1.7524e+01	9.0	+
filter11 	MA0699.1 LBX2	-4.0	9.9421e-02	5.1599e+01	6.0	+
filter11 	MA0719.1 RHOXF1	0.0	3.7734e-02	1.9584e+01	8.0	+
filter11 	MA0727.1 NR3C2	-1.0	6.4894e-02	3.3680e+01	9.0	+
filter11 	MA0738.1 HIC2	0.0	7.1517e-02	3.7117e+01	9.0	-
filter11 	MA0874.1 Arx	-3.0	9.5071e-02	4.9342e+01	7.0	+
filter11 	MA0877.1 Barhl1	-4.0	2.4529e-02	1.2730e+01	6.0	-
filter11 	MA0892.1 GSX1	-4.0	7.7708e-02	4.0330e+01	6.0	+
filter11 	MA0893.1 GSX2	-4.0	8.2720e-02	4.2932e+01	6.0	+
filter11 	MA0904.1 Hoxb5	0.0	4.1904e-02	2.1748e+01	10.0	-
filter11 	MA0912.1 Hoxd3	0.0	7.8703e-03	4.0847e+00	10.0	+
filter12 	MA0046.2 HNF1A	0.0	2.3144e-02	1.2011e+01	15.0	+
filter12 	MA0052.3 MEF2A	-2.0	7.6938e-08	3.9931e-05	12.0	-
filter12 	MA0108.2 TBP	2.0	3.7748e-04	1.9591e-01	13.0	-
filter12 	MA0140.2 GATA1::TAL1	4.0	1.7539e-02	9.1025e+00	14.0	-
filter12 	MA0148.3 FOXA1	0.0	4.4974e-02	2.3341e+01	15.0	+
filter12 	MA0481.1 FOXP1	0.0	9.5161e-02	4.9389e+01	15.0	+
filter12 	MA0485.1 Hoxc9	-2.0	2.6661e-02	1.3837e+01	13.0	-
filter12 	MA0497.1 MEF2C	0.0	1.5699e-07	8.1476e-05	15.0	+
filter12 	MA0520.1 Stat6	0.0	4.2808e-02	2.2217e+01	15.0	+
filter12 	MA0601.1 Arid3b	-2.0	1.1854e-02	6.1521e+00	11.0	-
filter12 	MA0602.1 Arid5a	0.0	6.3639e-03	3.3029e+00	14.0	+
filter12 	MA0610.1 DMRT3	0.0	9.4049e-02	4.8812e+01	11.0	+
filter12 	MA0612.1 EMX1	-4.0	5.5093e-02	2.8593e+01	10.0	-
filter12 	MA0627.1 Pou2f3	1.0	2.8338e-02	1.4707e+01	15.0	-
filter12 	MA0629.1 Rhox11	3.0	4.6722e-03	2.4248e+00	14.0	+
filter12 	MA0634.1 ALX3	-2.0	3.7137e-02	1.9274e+01	10.0	-
filter12 	MA0644.1 ESX1	-5.0	8.4822e-02	4.4023e+01	10.0	-
filter12 	MA0660.1 MEF2B	-2.0	3.1961e-06	1.6588e-03	12.0	-
filter12 	MA0662.1 MIXL1	-2.0	7.2329e-02	3.7539e+01	10.0	-
filter12 	MA0675.1 NKX6-2	-2.0	9.5635e-02	4.9634e+01	8.0	+
filter12 	MA0703.1 LMX1B	-2.0	6.9924e-02	3.6291e+01	8.0	+
filter12 	MA0707.1 MNX1	-1.0	8.9387e-02	4.6392e+01	10.0	+
filter12 	MA0710.1 NOTO	-2.0	9.4165e-02	4.8872e+01	10.0	-
filter12 	MA0722.1 VAX1	-5.0	7.9408e-02	4.1213e+01	8.0	-
filter12 	MA0725.1 VSX1	-5.0	6.1417e-02	3.1876e+01	8.0	-
filter12 	MA0726.1 VSX2	-3.0	5.3810e-02	2.7928e+01	8.0	+
filter12 	MA0773.1 MEF2D	-2.0	1.2170e-06	6.3164e-04	12.0	-
filter12 	MA0785.1 POU2F1	-2.0	8.2547e-02	4.2842e+01	12.0	+
filter12 	MA0786.1 POU3F1	-3.0	9.0720e-02	4.7084e+01	12.0	+
filter12 	MA0790.1 POU4F1	-1.0	5.0456e-02	2.6186e+01	14.0	-
filter12 	MA0791.1 POU4F3	1.0	2.5530e-02	1.3250e+01	15.0	-
filter12 	MA0851.1 Foxj3	2.0	4.7552e-02	2.4679e+01	15.0	+
filter12 	MA0853.1 Alx4	0.0	8.5203e-03	4.4220e+00	15.0	-
filter12 	MA0854.1 Alx1	0.0	5.2820e-03	2.7413e+00	15.0	-
filter12 	MA0874.1 Arx	0.0	2.2060e-02	1.1449e+01	15.0	+
filter12 	MA0877.1 Barhl1	-4.0	6.4931e-02	3.3699e+01	10.0	-
filter12 	MA0879.1 Dlx1	-2.0	3.7137e-02	1.9274e+01	10.0	-
filter12 	MA0886.1 EMX2	-4.0	8.9387e-02	4.6392e+01	10.0	+
filter12 	MA0887.1 EVX1	-4.0	4.6612e-02	2.4192e+01	10.0	+
filter12 	MA0888.1 EVX2	-4.0	3.5059e-02	1.8195e+01	10.0	+
filter12 	MA0892.1 GSX1	-2.0	3.7137e-02	1.9274e+01	10.0	-
filter12 	MA0893.1 GSX2	-2.0	3.5059e-02	1.8195e+01	10.0	-
filter12 	MA0896.1 Hmx1	2.0	2.2060e-02	1.1449e+01	15.0	+
filter12 	MA0897.1 Hmx2	2.0	7.3002e-02	3.7888e+01	15.0	+
filter12 	MA0898.1 Hmx3	2.0	3.1832e-02	1.6521e+01	15.0	+
filter12 	MA0899.1 HOXA10	-4.0	4.6127e-02	2.3940e+01	11.0	-
filter12 	MA0900.1 HOXA2	-2.0	8.9387e-02	4.6392e+01	10.0	-
filter12 	MA0902.1 HOXB2	-2.0	4.9299e-02	2.5586e+01	10.0	-
filter12 	MA0903.1 HOXB3	-2.0	4.4058e-02	2.2866e+01	10.0	-
filter12 	MA0904.1 Hoxb5	0.0	3.3066e-02	1.7161e+01	15.0	-
filter12 	MA0910.1 Hoxd8	0.0	2.7942e-04	1.4502e-01	15.0	-
filter12 	MA0912.1 Hoxd3	0.0	2.0649e-02	1.0717e+01	15.0	+
filter12 	MA0913.1 Hoxd9	-2.0	4.1631e-02	2.1607e+01	10.0	+
filter13 	MA0002.2 RUNX1	1.0	9.9735e-02	5.1762e+01	10.0	-
filter13 	MA0004.1 Arnt	-3.0	2.7485e-05	1.4265e-02	6.0	-
filter13 	MA0006.1 Ahr::Arnt	-3.0	1.8858e-02	9.7874e+00	6.0	+
filter13 	MA0009.2 T	4.0	6.4973e-02	3.3721e+01	12.0	-
filter13 	MA0043.2 HLF	0.0	6.0601e-02	3.1452e+01	12.0	-
filter13 	MA0048.2 NHLH1	-1.0	3.7299e-02	1.9358e+01	10.0	-
filter13 	MA0058.3 MAX	-1.0	9.1224e-10	4.7345e-07	10.0	-
filter13 	MA0059.1 MAX::MYC	-1.0	3.2390e-06	1.6810e-03	11.0	-
filter13 	MA0067.1 Pax2	0.0	1.7862e-02	9.2704e+00	8.0	+
filter13 	MA0091.1 TAL1::TCF3	1.0	1.7646e-02	9.1584e+00	11.0	+
filter13 	MA0093.2 USF1	0.0	2.4290e-05	1.2607e-02	11.0	-
filter13 	MA0103.2 ZEB1	0.0	3.6563e-03	1.8976e+00	9.0	+
filter13 	MA0104.3 Mycn	-1.0	1.2415e-05	6.4433e-03	8.0	+
filter13 	MA0109.1 HLTF	0.0	3.3480e-02	1.7376e+01	10.0	-
filter13 	MA0122.2 NKX3-2	-2.0	8.6002e-03	4.4635e+00	9.0	-
filter13 	MA0124.2 Nkx3-1	-2.0	2.0146e-02	1.0456e+01	9.0	-
filter13 	MA0147.2 Myc	0.0	3.8836e-05	2.0156e-02	10.0	-
filter13 	MA0259.1 ARNT::HIF1A	-2.0	2.0596e-04	1.0689e-01	8.0	+
filter13 	MA0461.2 Atoh1	-1.0	1.9016e-03	9.8693e-01	10.0	-
filter13 	MA0464.2 BHLHE40	-1.0	1.3036e-06	6.7654e-04	10.0	-
filter13 	MA0499.1 Myod1	2.0	1.0850e-03	5.6314e-01	11.0	-
filter13 	MA0500.1 Myog	-1.0	1.5603e-03	8.0977e-01	11.0	+
filter13 	MA0521.1 Tcf12	-1.0	1.6750e-03	8.6932e-01	11.0	+
filter13 	MA0522.2 TCF3	-1.0	2.8875e-05	1.4986e-02	10.0	+
filter13 	MA0525.2 TP63	-1.0	9.2515e-02	4.8015e+01	11.0	+
filter13 	MA0526.1 USF2	0.0	1.3865e-04	7.1957e-02	11.0	-
filter13 	MA0603.1 Arntl	0.0	1.6844e-07	8.7419e-05	10.0	+
filter13 	MA0604.1 Atf1	-3.0	8.9261e-02	4.6326e+01	8.0	-
filter13 	MA0607.1 Bhlha15	-2.0	2.5576e-02	1.3274e+01	8.0	+
filter13 	MA0608.1 Creb3l2	-1.0	7.1056e-05	3.6878e-02	9.0	+
filter13 	MA0609.1 Crem	-2.0	3.7299e-02	1.9358e+01	10.0	-
filter13 	MA0615.1 Gmeb1	2.0	3.2472e-03	1.6853e+00	12.0	+
filter13 	MA0616.1 Hes2	3.0	3.1802e-05	1.6505e-02	10.0	+
filter13 	MA0617.1 Id2	-2.0	1.3987e-05	7.2594e-03	8.0	-
filter13 	MA0620.1 Mitf	-2.0	8.6676e-07	4.4985e-04	10.0	-
filter13 	MA0622.1 Mlxip	-2.0	8.6107e-06	4.4689e-03	8.0	-
filter13 	MA0623.1 Neurog1	-1.0	2.8903e-03	1.5001e+00	10.0	+
filter13 	MA0626.1 Npas2	-1.0	6.0756e-08	3.1533e-05	10.0	+
filter13 	MA0632.1 Tcfl5	-1.0	1.9315e-06	1.0025e-03	10.0	-
filter13 	MA0633.1 Twist2	-1.0	9.8655e-04	5.1202e-01	10.0	+
filter13 	MA0636.1 BHLHE41	-1.0	2.1742e-04	1.1284e-01	10.0	-
filter13 	MA0638.1 CREB3	1.0	4.6013e-03	2.3881e+00	12.0	-
filter13 	MA0639.1 DBP	0.0	3.4310e-02	1.7807e+01	12.0	-
filter13 	MA0649.1 HEY2	-1.0	1.9315e-06	1.0025e-03	10.0	+
filter13 	MA0663.1 MLX	-1.0	1.1856e-04	6.1532e-02	10.0	+
filter13 	MA0664.1 MLXIPL	-1.0	3.6044e-06	1.8707e-03	10.0	-
filter13 	MA0665.1 MSC	-1.0	7.6523e-02	3.9716e+01	10.0	-
filter13 	MA0668.1 NEUROD2	-1.0	2.1899e-03	1.1366e+00	10.0	-
filter13 	MA0669.1 NEUROG2	-1.0	2.8400e-02	1.4739e+01	10.0	-
filter13 	MA0672.1 NKX2-3	-1.0	1.7709e-03	9.1910e-01	10.0	-
filter13 	MA0673.1 NKX2-8	-2.0	9.7547e-03	5.0627e+00	9.0	+
filter13 	MA0678.1 OLIG2	-1.0	1.0554e-02	5.4777e+00	10.0	-
filter13 	MA0688.1 TBX2	-3.0	7.4943e-02	3.8895e+01	9.0	+
filter13 	MA0691.1 TFAP4	-1.0	5.1166e-02	2.6555e+01	10.0	-
filter13 	MA0692.1 TFEB	-1.0	2.1950e-06	1.1392e-03	10.0	-
filter13 	MA0698.1 ZBTB18	0.0	3.0560e-02	1.5861e+01	12.0	-
filter13 	MA0733.1 EGR4	4.0	5.0344e-02	2.6128e+01	12.0	+
filter13 	MA0740.1 KLF14	0.0	9.0050e-02	4.6736e+01	12.0	+
filter13 	MA0743.1 SCRT1	0.0	7.0203e-03	3.6435e+00	12.0	-
filter13 	MA0744.1 SCRT2	-2.0	7.3321e-02	3.8053e+01	10.0	-
filter13 	MA0745.1 SNAI2	-1.0	9.4228e-05	4.8904e-02	9.0	+
filter13 	MA0746.1 SP3	-1.0	6.1518e-02	3.1928e+01	11.0	+
filter13 	MA0804.1 TBX19	6.0	4.8865e-02	2.5361e+01	12.0	-
filter13 	MA0806.1 TBX4	-4.0	2.8741e-02	1.4917e+01	8.0	+
filter13 	MA0807.1 TBX5	-4.0	2.0162e-02	1.0464e+01	8.0	+
